,id,title,area,interpretability,doi
966,2835,CKDST: Comprehensively and Effectively Distill Knowledge from Machine Translation to End-to-End Speech Translation,Virtual Poster,,10.18653/v1/2023.findings-acl.195
967,2841,WSPAlign: Word Alignment Pre-training via Large-Scale Weakly Supervised Span Prediction,Posters,,10.18653/v1/2023.acl-long.621
968,2842,Span-Selective Linear Attention Transformers for Effective and Robust Schema-Guided Dialogue State Tracking,Posters,,10.18653/v1/2023.acl-long.6
969,2843,Impact of Adversarial Training on Robustness and Generalizability of Language Models,,,10.18653/v1/2023.findings-acl.496
970,2848,Token-Level Self-Evolution Training for Sequence-to-Sequence Learning,Virtual Poster,,10.18653/v1/2023.acl-short.73
971,2852,Privacy-Preserving Domain Adaptation of Semantic Parsers,Posters,,10.18653/v1/2023.acl-long.271
972,2855,BigVideo: A Large-scale Video Subtitle Translation Dataset for Multimodal Machine Translation,,,10.18653/v1/2023.findings-acl.535
973,2859,Exploring the Impact of Layer Normalization for Zero-shot Neural Machine Translation,Posters,,10.18653/v1/2023.acl-short.112
974,2860,Multimodal Recommendation Dialog with Subjective Preference: A New Challenge and Benchmark,Virtual Poster,,10.18653/v1/2023.findings-acl.217
975,2862,Towards Imperceptible Document Manipulations against Neural Ranking Models,,,10.18653/v1/2023.findings-acl.416
976,2863,Query Structure Modeling for Inductive Logical Reasoning Over Knowledge Graphs,Posters,,10.18653/v1/2023.acl-long.259
977,2865,KNSE: A Knowledge-aware Natural Language Inference Framework for Dialogue Symptom Status Recognition,,,10.18653/v1/2023.findings-acl.652
978,2866,A Gradient Control Method for Backdoor Attacks on Parameter-Efficient Tuning,Virtual Poster,,10.18653/v1/2023.acl-long.194
979,2868,AtTGen: Attribute Tree Generation for Real-World Attribute Joint Extraction,Virtual Poster,,10.18653/v1/2023.acl-long.119
980,2870,Alleviating Exposure Bias via Multi-level Contrastive Learning and Deviation Simulation in Abstractive Summarization,,,10.18653/v1/2023.findings-acl.617
981,2873,Easy Guided Decoding in Providing Suggestions for Interactive Machine Translation,Virtual Poster,,10.18653/v1/2023.acl-long.434
982,2874,Clinical Note Owns its Hierarchy: Multi-Level Hypergraph Neural Networks for Patient-Level Representation Learning,NLP Applications,False,10.18653/v1/2023.acl-long.305
983,2876,Pulling Out All The Full Stops: Punctuation Sensitivity in Neural Machine Translation and Evaluation,Virtual Poster,,10.18653/v1/2023.findings-acl.381
984,2877,Parameter-efficient Weight Ensembling Facilitates Task-level Knowledge Transfer,Virtual Poster,,10.18653/v1/2023.acl-short.24
985,2879,Domain-specific Attention with Distributional Signatures for Multi-Domain End-to-end Task-Oriented Dialogue,,,10.18653/v1/2023.findings-acl.194
986,2884,Commonsense Knowledge Graph Completion Via Contrastive Pretraining and Node Clustering,Virtual Poster,,10.18653/v1/2023.findings-acl.878
987,2885,Measuring Your ASTE Models in The Wild: A Diversified Multi-domain Dataset For Aspect Sentiment Triplet Extraction,Virtual Poster,,10.18653/v1/2023.findings-acl.178
988,2887,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,Virtual Poster,,10.18653/v1/2023.findings-acl.507
989,2891,UniCoRN: Unified Cognitive Signal ReconstructioN bridging cognitive signals and human language,Virtual Poster,,10.18653/v1/2023.acl-long.741
990,2893,Towards Speech Dialogue Translation Mediating Speakers of Different Languages,Findings Spotlights II,,10.18653/v1/2023.findings-acl.72
991,2901,Multilingual Knowledge Graph Completion with Language-Sensitive Multi-Graph Attention,Posters,,10.18653/v1/2023.acl-long.586
992,2907,Towards Parameter-Efficient Integration of Pre-Trained Language Models In Temporal Video Grounding,Findings Spotlights II,,10.18653/v1/2023.findings-acl.829
993,2909,Client-Customized Adaptation for Parameter-Efficient Federated Learning,,,10.18653/v1/2023.findings-acl.75
994,2910,Towards a Common Understanding of Contributing Factors for Cross-Lingual Transfer in Multilingual Language Models: A Review,Posters,,10.18653/v1/2023.acl-long.323
995,2912,Towards Unified Spoken Language Understanding Decoding via Label-aware Compact Linguistics Representations,,,10.18653/v1/2023.findings-acl.793
996,2915,FolkScope: Intention Knowledge Graph Construction for E-commerce Commonsense Discovery,,,10.18653/v1/2023.findings-acl.76
997,2920,Dialog-Post: Multi-Level Self-Supervised Objectives and Hierarchical Model for Dialogue Post-Training,Virtual Poster,,10.18653/v1/2023.acl-long.564
998,2923,Multiview Identifiers Enhanced Generative Retrieval,Virtual Poster,,10.18653/v1/2023.acl-long.366
999,2928,MidMed: Towards Mixed-Type Dialogues for Medical Consultation,Posters,,10.18653/v1/2023.acl-long.453
1000,2934,Causal-Debias: Unifying Debiasing in Pretrained Language Models and Fine-tuning via Causal Invariant Learning,Virtual Poster,,10.18653/v1/2023.acl-long.232
1001,2936,"Focusing, Bridging and Prompting for Few-shot Nested Named Entity Recognition",,,10.18653/v1/2023.findings-acl.164
1002,2939,End-to-end Aspect-based Sentiment Analysis with Combinatory Categorial Grammar,,,10.18653/v1/2023.findings-acl.859
1003,2942,Ellipsis-Dependent Reasoning: a New Challenge for Large Language Models,Posters,,10.18653/v1/2023.acl-short.4
1004,2943,Transformed Protoform Reconstruction,"Phonology, Morphology, and Word Segmentation",False,10.18653/v1/2023.acl-short.3
1005,2944,PEER: Pre-training ELECTRA Extended by Ranking,,,10.18653/v1/2023.findings-acl.405
1006,2946,Table and Image Generation for Investigating Knowledge of Entities in Pre-trained Vision and Language Models,Virtual Poster,,10.18653/v1/2023.acl-short.162
1007,2952,Unifying Cross-Lingual and Cross-Modal Modeling Towards Weakly Supervised Multilingual Vision-Language Pre-training,Virtual Poster,,10.18653/v1/2023.acl-long.327
1008,2953,COLA: Contextualized Commonsense Causal Reasoning from the Causal Inference Perspective,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",False,10.18653/v1/2023.acl-long.288
1009,2957,Aligning Instruction Tasks Unlocks Large Language Models as Zero-Shot Relation Extractors,Findings Spotlights II,,10.18653/v1/2023.findings-acl.50
1010,2961,Towards Domain-Agnostic and Domain-Adaptive Dementia Detection from Spoken Language,NLP Applications,False,10.18653/v1/2023.acl-long.668
1011,2962,Self-Instruct: Aligning Language Models with Self-Generated Instructions,Posters,,10.18653/v1/2023.acl-long.754
1012,2966,SSP: Self-Supervised Post-training for Conversational Search,,,10.18653/v1/2023.findings-acl.837
1013,2970,Ambiguous Learning from Retrieval: Towards Zero-shot Semantic Parsing,Posters,,10.18653/v1/2023.acl-long.787
1014,2971,Hearing Lips in Noise: Universal Viseme-Phoneme Mapping and Transfer for Robust Audio-Visual Speech Recognition,Speech and Multimodality,False,10.18653/v1/2023.acl-long.848
1015,2984,Structure-Discourse Hierarchical Graph for Conditional Question Answering on Long Documents,,,10.18653/v1/2023.findings-acl.391
1016,2985,The Inside Story: Towards Better Understanding of Machine Translation Neural Evaluation Metrics,Posters,,10.18653/v1/2023.acl-short.94
1017,2987,Improving Radiology Summarization with Radiograph and Anatomy Prompts,Virtual Poster,,10.18653/v1/2023.findings-acl.764
1018,2991,Is GPT-3 a Good Data Annotator?,Posters,,10.18653/v1/2023.acl-long.626
1019,2992,Summary-Oriented Vision Modeling for Multimodal Abstractive Summarization,Virtual Poster,,10.18653/v1/2023.acl-long.165
1020,2993,"UMRSpell: Unifying the Detection and Correction Parts of Pre-trained Models towards Chinese Missing, Redundant, and Spelling Correction",Virtual Poster,,10.18653/v1/2023.acl-long.570
1021,3000,Curating Datasets for Better Performance with Example Training Dynamics,,,10.18653/v1/2023.findings-acl.674
1022,3004,Abstract then Play: A Skill-centric Reinforcement Learning Framework for Text-based Games,,,10.18653/v1/2023.findings-acl.836
1023,3005,Exploring Speaker-Related Information in Spoken Language Understanding for Better Speaker Diarization,Virtual Poster,,10.18653/v1/2023.findings-acl.884
1024,3011,Multilingual Multi-Figurative Language Detection,Findings Spotlights I,,10.18653/v1/2023.findings-acl.589
1025,3014,Won't Get Fooled Again: Answering Questions with False Premises,Question Answering,False,
1026,3017,DUB: Discrete Unit Back-translation for Speech Translation,Findings Spotlights II,,10.18653/v1/2023.findings-acl.447
1027,3022,Learning to Imagine: Visually-Augmented Natural Language Generation,"Language Grounding to Vision, Robotics, and Beyond",False,10.18653/v1/2023.acl-long.526
1028,3024,Graph Propagation based Data Augmentation for Named Entity Recognition,Virtual Poster,,10.18653/v1/2023.acl-short.11
1029,3032,Modeling Instance Interactions for Joint Information Extraction with Neural High-Order Conditional Random Field,Posters,,10.18653/v1/2023.acl-long.766
1030,3035,COCKATIEL: COntinuous Concept ranKed ATtribution with Interpretable ELements for explaining neural net classifiers on NLP,Findings Spotlights III,,10.18653/v1/2023.findings-acl.317
1031,3040,Tackling Modality Heterogeneity with Multi-View Calibration Network for Multimodal Sentiment Detection,Virtual Poster,,10.18653/v1/2023.acl-long.287
1032,3042,Mixture-of-Domain-Adapters: Decoupling and Injecting Domain Knowledge to Pre-trained Language Models' Memories,Virtual Poster,,
1033,3043,PEIT: Bridging the Modality Gap with Pre-trained Models for End-to-End Image Translation,Virtual Poster,,10.18653/v1/2023.acl-long.751
1034,3047,Exploring the Relationship between Alignment and Cross-lingual Transfer in Multilingual Transformers,Virtual Poster,,10.18653/v1/2023.findings-acl.189
1035,3052,Surface-Based Retrieval Reduces Perplexity of Retrieval-Augmented Language Models,Large Language Models,False,10.18653/v1/2023.acl-short.45
1036,3057,Disfluency Generation for More Robust Dialogue Systems,Virtual Poster,,10.18653/v1/2023.findings-acl.728
1037,3058,Retrieval-free Knowledge Injection through Multi-Document Traversal for Dialogue Models,Virtual Poster,,10.18653/v1/2023.acl-long.364
1038,3059,Correction of Errors in Preference Ratings from Automated Metrics for Text Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.404
1039,3061,Improving Domain Generalization for Prompt-Aware Essay Scoring via Disentangled Representation Learning,Posters,,10.18653/v1/2023.acl-long.696
1040,3062,Investigating the Saliency of Sentiment Expressions in Aspect-Based Sentiment Analysis,,,10.18653/v1/2023.findings-acl.807
1041,3065,Cross-modal Attention Congruence Regularization for Vision-Language Relation Alignment,Posters,,10.18653/v1/2023.acl-long.298
1042,3066,Boosting Zero-shot Cross-lingual Retrieval by Training on Artificially Code-Switched Data,Virtual Poster,,10.18653/v1/2023.findings-acl.193
1043,3069,WACO: Word-Aligned Contrastive Learning for Speech Translation,Posters,,10.18653/v1/2023.acl-long.216
1044,3071,Second Language Acquisition of Neural Language Models,,,10.18653/v1/2023.findings-acl.856
1045,3072,Hypothetical Training for Robust Machine Reading Comprehension of Tabular Context,Virtual Poster,,10.18653/v1/2023.findings-acl.79
1046,3074,"What does the Failure to Reason with ""Respectively'' in Zero/Few-Shot Settings Tell Us about Language Models?",Posters,,
1047,3081,Backpack Language Models,Posters,,10.18653/v1/2023.acl-long.506
1048,3082,Efficient Out-of-Domain Detection for Sequence to Sequence Models,Virtual Poster,,10.18653/v1/2023.findings-acl.93
1049,3085,How to Distill your BERT: An Empirical Study on the Impact of Weight Initialisation and Distillation Objectives,Posters,,10.18653/v1/2023.acl-short.157
1050,3087,TwistList: Resources and Baselines for Tongue Twister Generation,Posters,,10.18653/v1/2023.acl-short.51
1051,3091,Another Dead End for Morphological Tags? Perturbed Inputs and Parsing,Virtual Poster,,10.18653/v1/2023.findings-acl.459
1052,3093,Enhancing Dialogue Generation via Dynamic Graph Knowledge Aggregation,Posters,,10.18653/v1/2023.acl-long.253
1053,3101,Breeding Machine Translations: Evolutionary approach to survive and thrive in the world of automated evaluation,Machine Translation,False,10.18653/v1/2023.acl-long.122
1054,3103,Query-Efficient Black-Box Red Teaming via Bayesian Optimization,Posters,,10.18653/v1/2023.acl-long.646
1055,3107,NewsMet : A 'do it all' Dataset of Contemporary Metaphors in News Headlines,Virtual Poster,,
1056,3109,Weakly Supervised Vision-and-Language Pre-training with Relative Representations,Posters,,10.18653/v1/2023.acl-long.464
1057,3114,Tucker Decomposition with Frequency Attention for Temporal Knowledge Graph Completion,Virtual Poster,,10.18653/v1/2023.findings-acl.458
1058,3115,ActiveAED: A Human in the Loop Improves Annotation Error Detection,,,10.18653/v1/2023.findings-acl.562
1059,3116,LeXFiles and LegalLAMA: Facilitating English Multinational Legal Language Model Development,Posters,,10.18653/v1/2023.acl-long.865
1060,3117,Text Style Transfer with Contrastive Transfer Pattern Mining,Posters,,10.18653/v1/2023.acl-long.439
1061,3121,Tokenization Impacts Multilingual Language Modeling: Assessing Vocabulary Allocation and Overlap Across Languages,Virtual Poster,,10.18653/v1/2023.findings-acl.350
1062,3124,CIF-PT: Bridging Speech and Text Representations for Spoken Language Understanding via Continuous Integrate-and-Fire Pre-Training,,,10.18653/v1/2023.findings-acl.566
1063,3125,Boost Transformer-based Language Models with GPU-Friendly Sparsity and Quantization,,,10.18653/v1/2023.findings-acl.15
1064,3126,XDailyDialog: A Multilingual Parallel Dialogue Corpus,Virtual Poster,,10.18653/v1/2023.acl-long.684
1065,3129,Hidden Schema Networks,Posters,,10.18653/v1/2023.acl-long.263
1066,3135,Towards Understanding and Improving Knowledge Distillation for Neural Machine Translation,Posters,,10.18653/v1/2023.acl-long.448
1067,3138,"Recall, Expand, and Multi-Candidate Cross-Encode: Fast and Accurate Ultra-Fine Entity Typing",Virtual Poster,,10.18653/v1/2023.acl-long.648
1068,3145,WikiHowQA: A Comprehensive Benchmark for Multi-Document Non-Factoid Question Answering,Resources and Evaluation,False,10.18653/v1/2023.acl-long.290
1069,3147,Easy-to-Hard Learning for Information Extraction,Virtual Poster,,10.18653/v1/2023.findings-acl.754
1070,3150,Modular and On-demand Bias Mitigation with Attribute-Removal Subnetworks,Virtual Poster,,10.18653/v1/2023.findings-acl.386
1071,3152,MTCue: Learning Zero-Shot Control of Extra-Textual Attributes by Leveraging Unstructured Context in Neural Machine Translation,Virtual Poster,,10.18653/v1/2023.findings-acl.521
1072,3153,Nonparametric Decoding for Generative Retrieval,Virtual Poster,,10.18653/v1/2023.findings-acl.801
1073,3155,The Ecological Fallacy in Annotation: Modeling Human Label Variation goes beyond Sociodemographics,Posters,,10.18653/v1/2023.acl-short.88
1074,3160,Lexical Translation Inconsistency-Aware Document-Level Translation Repair,,,10.18653/v1/2023.findings-acl.791
1075,3161,Non-Repeatable Experiments and Non-Reproducible Results: The Reproducibility Crisis in Human Evaluation in NLP,,,10.18653/v1/2023.findings-acl.226
1076,3165,"Multi3NLU++: A Multilingual, Multi-Intent, Multi-Domain Dataset for Natural Language Understanding in Task-Oriented Dialogue",Findings Spotlights I,,10.18653/v1/2023.findings-acl.230
1077,3167,RED<sup>FM</sup>: a Filtered and Multilingual Relation Extraction Dataset,Posters,,
1078,3168,Shu ̄o Wén Jiˇe Zì: Rethinking Dictionaries and Glyphs for Chinese Language Pre-training,,,
1079,3174,A Simple Concatenation can Effectively Improve Speech Translation,Posters,,10.18653/v1/2023.acl-short.153
1080,3175,Dependency resolution at the syntax-semantics interface: psycholinguistic and computational insights on control dependencies,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",False,10.18653/v1/2023.acl-long.12
1081,3178,SongRewriter: A Chinese Song Rewriting System with Controllable Content and Rhyme Scheme,,,10.18653/v1/2023.findings-acl.814
1082,3179,"We Understand Elliptical Sentences, and Language Models should Too: A New Dataset for Studying Ellipsis and its Interaction with Thematic Fit",Virtual Poster,,10.18653/v1/2023.acl-long.188
1083,3180,A Survey on Zero Pronoun Translation,Virtual Poster,,10.18653/v1/2023.acl-long.187
1084,3183,Augmentation-Adapted Retriever Improves Generalization of Language Models as Generic Plug-In,Large Language Models,False,10.18653/v1/2023.acl-long.136
1085,3184,The State of Profanity Obfuscation in Natural Language Processing Scientific Publications,Virtual Poster,,10.18653/v1/2023.findings-acl.240
1086,3187,Model Analysis & Evaluation for Ambiguous Question Answering,,,10.18653/v1/2023.findings-acl.279
1087,3188,Revisiting Non-Autoregressive Translation at Scale,Virtual Poster,,10.18653/v1/2023.findings-acl.763
1088,3190,Prompted LLMs as Chatbot Modules for Long Open-domain Conversation,Findings Spotlights I,,10.18653/v1/2023.findings-acl.277
1089,3191,Document-Level Multi-Event Extraction with Event Proxy Nodes and Hausdorff Distance Minimization,Posters,,10.18653/v1/2023.acl-long.563
1090,3193,BLOCSUM: Block Scope-based Source Code Summarization via Shared Block Representation,,,10.18653/v1/2023.findings-acl.724
1091,3197,CAT: A Contextualized Conceptualization and Instantiation Framework for Commonsense Reasoning,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",False,10.18653/v1/2023.acl-long.733
1092,3198,Attractive Storyteller: Stylized Visual Storytelling with Unpaired Text,Posters,,10.18653/v1/2023.acl-long.619
1093,3203,"What about ""em""? How Commercial Machine Translation Fails to Handle (Neo-)Pronouns",Posters,,
1094,3205,"Towards Leaving No Indic Language Behind: Building Monolingual Corpora, Benchmark and Models for Indic Languages",Posters,,10.18653/v1/2023.acl-long.693
1095,3209,Toward Human-Like Evaluation for Natural Language Generation with Error Analysis,Resources and Evaluation,False,10.18653/v1/2023.acl-long.324
1096,3216,Query Refinement Prompts for Closed-Book Long-Form QA,Question Answering,False,10.18653/v1/2023.acl-long.444
1097,3221,GeoDRL: A Self-Learning Framework for Geometry Problem Solving using Reinforcement Learning in Deductive Reasoning,,,10.18653/v1/2023.findings-acl.850
1098,3225,The Devil is in the Details: On the Pitfalls of Event Extraction Evaluation,Virtual Poster,,10.18653/v1/2023.findings-acl.586
1099,3227,Weaker Than You Think: A Critical Look at Weakly Supervised Learning,Theme: Reality Check,False,10.18653/v1/2023.acl-long.796
1100,3228,An Extensible Plug-and-Play Method for Multi-Aspect Controllable Text Generation,Posters,,10.18653/v1/2023.acl-long.849
1101,3229,Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,Virtual Poster,,10.18653/v1/2023.acl-short.107
1102,3231,G^3R: A Graph-Guided Generate-and-Rerank Framework for Complex and Cross-domain Text-to-SQL Generation,,,
1103,3234,OpineSum: Entailment-based self-training for abstractive opinion summarization,Virtual Poster,,10.18653/v1/2023.findings-acl.686
1104,3241,INK: Injecting kNN Knowledge in Nearest Neighbor Machine Translation,Posters,,10.18653/v1/2023.acl-long.888
1105,3242,Towards Diverse and Effective Question-Answer Pair Generation from Children Storybooks,Virtual Poster,,10.18653/v1/2023.findings-acl.380
1106,3243,Towards Better Entity Linking with Multi-View Enhanced Distillation,Virtual Poster,,10.18653/v1/2023.acl-long.542
1107,3245,Enhancing Grammatical Error Correction Systems with Explanations,NLP Applications,False,10.18653/v1/2023.acl-long.413
1108,3246,MOSPC: MOS Prediction Based on Pairwise Comparison,Virtual Poster,,10.18653/v1/2023.acl-short.132
1109,3250,The Role of Global and Local Context in Named Entity Recognition,Posters,,10.18653/v1/2023.acl-short.62
1110,3259,Multilingual LLMs are Better Cross-lingual In-context Learners with Alignment,Large Language Models,False,10.18653/v1/2023.acl-long.346
1111,3267,Lifting the Curse of Capacity Gap in Distilling Language Models,Machine Learning for NLP,False,10.18653/v1/2023.acl-long.249
1112,3272,Automatic Named Entity Obfuscation in Speech,,,10.18653/v1/2023.findings-acl.39
1113,3273,Unsupervised Subtitle Segmentation with Masked Language Models,Posters,,10.18653/v1/2023.acl-short.67
1114,3275,How Well Apply Simple MLP to Incomplete Utterance Rewriting?,Virtual Poster,,10.18653/v1/2023.acl-short.134
1115,3281,Domain Aligned Prefix Averaging for Domain Generalization in Abstractive Summarization,Virtual Poster,,10.18653/v1/2023.findings-acl.288
1116,3287,On Dataset Transferability in Active Learning for Transformers,Virtual Poster,,10.18653/v1/2023.findings-acl.144
1117,3288,TextVerifier: Robustness Verification for Textual Classifiers with Certifiable Guarantees,,,10.18653/v1/2023.findings-acl.267
1118,3291,Making More of Little Data: Improving Low-Resource Automatic Speech Recognition Using Data Augmentation,Speech and Multimodality,False,10.18653/v1/2023.acl-long.42
1119,3294,Gradient Ascent Post-training Enhances Language Model Generalization,Virtual Poster,,10.18653/v1/2023.acl-short.74
1120,3301,Fusion or Defusion? Flexible Vision-and-Language Pre-Training,,,10.18653/v1/2023.findings-acl.316
1121,3302,Probing Physical Reasoning with Counter-Commonsense Context,Posters,,10.18653/v1/2023.acl-short.53
1122,3304,Multi-modal Action Chain Abductive Reasoning,Virtual Poster,,10.18653/v1/2023.acl-long.254
1123,3308,How Well Do Large Language Models Perform on Faux Pas Tests?,Findings Spotlights III,,10.18653/v1/2023.findings-acl.663
1124,3309,Knowledge Unlearning for Mitigating Privacy Risks in Language Models,Posters,,10.18653/v1/2023.acl-long.805
1125,3313,Language Models for German Text Simplification: Overcoming Parallel Data Scarcity through Style-specific Pre-training,Virtual Poster,,10.18653/v1/2023.findings-acl.74
1126,3320,Entity-to-Text based Data Augmentation for various Named Entity Recognition Tasks,,,10.18653/v1/2023.findings-acl.578
1127,3322,The Elephant in the Room: Analyzing the Presence of Big Tech in Natural Language Processing Research,Ethics and NLP,False,10.18653/v1/2023.acl-long.734
1128,3324,"One Network, Many Masks: Towards More Parameter-Efficient Transfer Learning",Posters,,10.18653/v1/2023.acl-long.418
1129,3325,Explicit Syntactic Guidance for Neural Text Generation,Virtual Poster,,10.18653/v1/2023.acl-long.788
1130,3326,ClaimDiff: Comparing and Contrasting Claims on Contentious Issues,Virtual Poster,,10.18653/v1/2023.findings-acl.289
1131,3327,Topic-Guided Sampling For Data-Efficient Multi-Domain Stance Detection,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",True,10.18653/v1/2023.acl-long.752
1132,3329,Soft Language Clustering for Multilingual Model Pre-training,Posters,,10.18653/v1/2023.acl-long.388
1133,3332,FLamE: Few-shot Learning from Natural Language Explanations,Interpretability and Analysis of Models for NLP,True,10.18653/v1/2023.acl-long.372
1134,3333,Playing the Part of the Sharp Bully: Generating Adversarial Examples for Implicit Hate Speech Detection,,,10.18653/v1/2023.findings-acl.173
1135,3334,Trigger Warning Assignment as a Multi-Label Document Classification Problem,Posters,,10.18653/v1/2023.acl-long.676
1136,3340,Not Enough Data to Pre-train Your Language Model? MT to the Rescue!,Findings Spotlights II,,10.18653/v1/2023.findings-acl.235
1137,3342,Bidirectional Generative Framework for Cross-domain Aspect-based Sentiment Analysis,Virtual Poster,,10.18653/v1/2023.acl-long.686
1138,3344,SEAG: Structure-Aware Event Causality Generation,,,10.18653/v1/2023.findings-acl.283
1139,3353,MultiTabQA: Generating Tabular Answers for Multi-Table Question Answering,Virtual Poster,,10.18653/v1/2023.acl-long.348
1140,3356,Scaling Laws for BERT in Low-Resource Settings,Virtual Poster,,10.18653/v1/2023.findings-acl.492
1141,3357,Bhasa-Abhijnaanam: Native-script and romanized Language Identification for 22 Indic languages,Posters,,10.18653/v1/2023.acl-short.71
1142,3361,Emotion Cause Extraction on Social Media without Human Annotation,,,10.18653/v1/2023.findings-acl.94
1143,3367,Abstractive Summarizers are Excellent Extractive Summarizers,Posters,,10.18653/v1/2023.acl-short.29
1144,3371,HeGeL: A Novel Dataset for Geo-Location from Hebrew Text,Virtual Poster,,10.18653/v1/2023.findings-acl.460
1145,3374,Consistency Regularization Training for Compositional Generalization,Machine Learning for NLP,False,10.18653/v1/2023.acl-long.72
1146,3377,NLG Evaluation Metrics Beyond Correlation Analysis: An Empirical Metric Preference Checklist,Virtual Poster,,10.18653/v1/2023.acl-long.69
1147,3378,Are Intermediate Layers and Labels Really Necessary? A General Language Model Distillation Method,,,10.18653/v1/2023.findings-acl.614
1148,3380,Jointprop: Joint Semi-supervised Learning for Entity and Relation Extraction with Heterogeneous Graph-based Propagation,Posters,,10.18653/v1/2023.acl-long.813
1149,3382,A Cautious Generalization Goes a Long Way: Learning Morphophonological Rules,Posters,,10.18653/v1/2023.acl-long.101
1150,3384,Understanding the Cooking Process with English Recipe Text,,,10.18653/v1/2023.findings-acl.261
1151,3388,Python Code Generation by Asking Clarification Questions,Virtual Poster,,10.18653/v1/2023.acl-long.799
1152,3389,Measuring Consistency in Text-based Financial Forecasting Models,Virtual Poster,,10.18653/v1/2023.acl-long.769
1153,3390,An Empirical Analysis of Parameter-Efficient Methods for Debiasing Pre-Trained Language Models,Virtual Poster,,10.18653/v1/2023.acl-long.876
1154,3391,MIR-GAN: Refining Frame-Level Modality-Invariant Representations with Adversarial Network for Audio-Visual Speech Recognition,Speech and Multimodality,False,10.18653/v1/2023.acl-long.649
1155,3397,A Multi-modal Debiasing Model with Dynamical Constraint for Robust Visual Question Answering,Virtual Poster,,10.18653/v1/2023.findings-acl.311
1156,3398,Pay More Attention to Relation Exploration for Knowledge Base Question Answering,,,10.18653/v1/2023.findings-acl.133
1157,3400,Reconstruction Probing,,,10.18653/v1/2023.findings-acl.523
1158,3403,Grounded Multimodal Named Entity Recognition on Social Media,Virtual Poster,,10.18653/v1/2023.acl-long.508
1159,3410,Interpreting Positional Information in Perspective of Word Order,Virtual Poster,,10.18653/v1/2023.acl-long.534
1160,3412,Zero-shot Visual Question Answering with Language Model Feedback,Virtual Poster,,10.18653/v1/2023.findings-acl.590
1161,3413,Deep Active Learning for Morphophonological Processing,Posters,,10.18653/v1/2023.acl-short.69
1162,3417,CodePrompt: Task-Agnostic Prefix Tuning for Program and Language Generation,,,10.18653/v1/2023.findings-acl.325
1163,3418,Dynamic Heterogeneous-Graph Reasoning with Language Models and Knowledge Representation Learning for Commonsense Question Answering,Virtual Poster,,10.18653/v1/2023.acl-long.785
1164,3420,Topic-Guided Self-Introduction Generation for Social Media Users,,,10.18653/v1/2023.findings-acl.722
1165,3421,NUWA-XL: Diffusion over Diffusion for eXtremely Long Video Generation,"Language Grounding to Vision, Robotics, and Beyond",False,10.18653/v1/2023.acl-long.73
1166,3422,Cross-Domain Data Augmentation with Domain-Adaptive Language Modeling for Aspect-Based Sentiment Analysis,Posters,,10.18653/v1/2023.acl-long.81
1167,3426,Matching Pairs: Attributing Fine-Tuned Models to their Pre-Trained Large Language Models,Posters,,10.18653/v1/2023.acl-long.410
1168,3430,Type Enhanced BERT for Correcting NER Errors,Virtual Poster,,10.18653/v1/2023.findings-acl.445
1169,3432,Response-conditioned Turn-taking Prediction,,,10.18653/v1/2023.findings-acl.776
1170,3434,AoM: Detecting Aspect-oriented Information for Multimodal Aspect-Based Sentiment Analysis,,,10.18653/v1/2023.findings-acl.519
1171,3438,Increasing Diversity While Maintaining Accuracy: Text Data Generation with Large Language Models and Human Interventions,Generation,False,10.18653/v1/2023.acl-long.34
1172,3441,What is the Real Intention behind this Question? Dataset Collection and Intention Classification,Posters,,10.18653/v1/2023.acl-long.761
1173,3443,AUGUST: an Automatic Generation Understudy for Synthesizing Conversational Recommendation Datasets,,,10.18653/v1/2023.findings-acl.670
1174,3446,Evaluate AMR Graph Similarity via Self-supervised Learning,Virtual Poster,,10.18653/v1/2023.acl-long.892
1175,3447,Data Augmentation for Low-Resource Keyphrase Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.534
1176,3448,Dual Cache for Long Document Neural Coreference Resolution,Discourse and Pragmatics,False,10.18653/v1/2023.acl-long.851
1177,3453,Smart Word Suggestions for Writing Assistance,,,10.18653/v1/2023.findings-acl.712
1178,3454,Contextual Distortion Reveals Constituency: Masked Language Models are Implicit Parsers,"Syntax: Tagging, Chunking, and Parsing",False,10.18653/v1/2023.acl-long.285
1179,3455,Assessing Word Importance Using Models Trained for Semantic Tasks,,,10.18653/v1/2023.findings-acl.563
1180,3457,Multilingual Pre-training with Self-supervision from Global Co-occurrence Information,Virtual Poster,,10.18653/v1/2023.findings-acl.475
1181,3458,DecompEval: Evaluating Generated Texts as Unsupervised Decomposed Question Answering,Virtual Poster,,10.18653/v1/2023.acl-long.539
1182,3463,A Holistic Approach to Reference-Free Evaluation of Machine Translation,Virtual Poster,,10.18653/v1/2023.acl-short.55
1183,3467,"Yes, this Way! Learning to Ground Referring Expressions into Actions with Intra-episodic Feedback from Supportive Teachers",,,10.18653/v1/2023.findings-acl.587
